order_id,customer_id,order_date,product_id,quantity,total_amount,payment_status,payment_method
ORD0387,CUST057,2023-11-18,PROD001,2,30000,Pending,Cash
ORD0388,CUST063,2023-09-11,PROD004,4,12000,Completed,POS
ORD0389,CUST171,2023-05-06,PROD001,1,15000,Pending,POS
ORD0390,CUST193,2023-12-27,PROD010,5,100000,Completed,POS
ORD0391,CUST077,2023-06-14,PROD008,3,105000,Pending,Cash
ORD0392,CUST045,2023-08-04,PROD005,4,16000,Failed,POS
ORD0393,CUST191,2024-06-18,PROD008,1,35000,Completed,Transfer
ORD0394,CUST053,2023-06-15,PROD003,3,24000,Failed,Transfer
ORD0395,CUST014,2023-11-19,PROD005,1,4000,Completed,Transfer
ORD0396,CUST056,2023-02-04,PROD001,1,15000,Completed,Transfer
ORD0397,CUST106,2023-07-03,PROD009,4,48000,Pending,POS
ORD0398,CUST017,2023-07-11,PROD006,3,75000,Pending,Cash
ORD0399,CUST172,2023-10-02,PROD001,1,15000,Failed,Transfer
ORD0400,CUST101,2023-11-10,PROD004,3,9000,Completed,Cash
ORD0401,CUST176,2024-04-18,PROD003,1,8000,Failed,Cash
ORD0402,CUST093,2024-06-13,PROD010,5,100000,Pending,Cash
ORD0403,CUST191,2024-03-25,PROD003,2,16000,Completed,Transfer
ORD0404,CUST095,2024-05-24,PROD004,5,15000,Completed,POS
ORD0405,CUST088,2024-02-20,PROD001,1,15000,Completed,POS
ORD0406,CUST171,2024-02-26,PROD005,2,8000,Failed,Cash
ORD0407,CUST200,2023-09-08,PROD006,5,125000,Failed,Transfer
ORD0408,CUST200,2023-12-02,PROD003,4,32000,Failed,Transfer
ORD0409,CUST170,2023-07-13,PROD010,4,80000,Failed,Transfer
ORD0410,CUST040,2024-03-24,PROD007,4,72000,Pending,Transfer
ORD0411,CUST046,2023-08-14,PROD005,3,12000,Pending,Cash
ORD0412,CUST042,2023-04-20,PROD002,1,5000,Completed,Cash
ORD0413,CUST046,2023-08-19,PROD003,2,16000,Pending,Transfer
ORD0414,CUST051,2023-08-02,PROD001,4,60000,Failed,Transfer
ORD0415,CUST061,2023-03-30,PROD006,3,75000,Completed,POS
ORD0416,CUST064,2023-05-14,PROD008,5,175000,Pending,Cash
ORD0417,CUST149,2024-03-15,PROD010,2,40000,Completed,POS
ORD0418,CUST006,2024-02-27,PROD001,4,60000,Completed,POS
ORD0419,CUST054,2024-06-25,PROD005,2,8000,Completed,Cash
ORD0420,CUST164,2023-01-26,PROD006,4,100000,Completed,Cash
ORD0421,CUST168,2023-09-07,PROD004,2,6000,Completed,Cash
ORD0422,CUST114,2023-10-20,PROD010,3,60000,Failed,POS
ORD0423,CUST134,2023-08-28,PROD008,2,70000,Failed,POS
ORD0424,CUST036,2024-05-07,PROD006,4,100000,Completed,Transfer
ORD0425,CUST045,2023-05-31,PROD007,4,72000,Pending,Cash
ORD0426,CUST134,2023-09-20,PROD003,4,32000,Pending,POS
ORD0427,CUST188,2023-03-21,PROD005,4,16000,Completed,Transfer
ORD0428,CUST118,2023-11-04,PROD010,4,80000,Pending,POS
ORD0429,CUST086,2023-04-15,PROD005,2,8000,Completed,Cash
ORD0430,CUST086,2023-06-09,PROD006,1,25000,Failed,Cash
ORD0431,CUST116,2024-05-15,PROD008,1,35000,Failed,Transfer
ORD0432,CUST070,2023-04-04,PROD010,2,40000,Failed,Cash
ORD0433,CUST126,2023-02-17,PROD007,1,18000,Pending,Cash
ORD0434,CUST049,2024-01-30,PROD008,4,140000,Failed,POS
ORD0435,CUST035,2024-07-04,PROD001,5,75000,Pending,POS
ORD0436,CUST153,2023-08-18,PROD004,4,12000,Completed,Transfer
ORD0437,CUST114,2023-10-24,PROD008,5,175000,Pending,POS
ORD0438,CUST058,2023-02-02,PROD005,5,20000,Completed,Cash
ORD0439,CUST077,2023-05-16,PROD002,5,25000,Failed,Transfer
ORD0440,CUST035,2023-07-29,PROD009,3,36000,Completed,Transfer
ORD0441,CUST157,2024-01-28,PROD005,5,20000,Completed,Transfer
ORD0442,CUST068,2024-05-01,PROD002,5,25000,Failed,Cash
ORD0443,CUST185,2023-03-29,PROD001,3,45000,Pending,Cash
ORD0444,CUST001,2023-07-03,PROD004,4,12000,Failed,Cash
ORD0445,CUST109,2024-06-28,PROD003,2,16000,Completed,POS
ORD0446,CUST038,2023-09-20,PROD009,3,36000,Pending,Cash
ORD0447,CUST067,2024-04-04,PROD007,3,54000,Completed,POS
ORD0448,CUST115,2023-08-14,PROD009,4,48000,Pending,Transfer
ORD0449,CUST096,2023-06-11,PROD006,3,75000,Completed,Transfer
ORD0450,CUST046,2024-05-04,PROD008,4,140000,Pending,Cash
ORD0451,CUST153,2023-06-06,PROD007,2,36000,Completed,Transfer
ORD0452,CUST200,2024-06-07,PROD003,1,8000,Completed,POS
ORD0453,CUST030,2023-07-01,PROD010,3,60000,Pending,Transfer
ORD0454,CUST142,2024-03-19,PROD002,2,10000,Failed,Cash
ORD0455,CUST025,2023-06-19,PROD005,4,16000,Failed,Cash
ORD0456,CUST187,2024-04-17,PROD005,1,4000,Pending,Transfer
ORD0457,CUST182,2023-05-19,PROD003,1,8000,Pending,POS
ORD0458,CUST082,2024-05-17,PROD009,5,60000,Failed,Cash
ORD0459,CUST197,2024-04-11,PROD009,1,12000,Pending,POS
ORD0460,CUST085,2023-03-29,PROD009,2,24000,Pending,POS
ORD0461,CUST161,2023-07-25,PROD010,1,20000,Failed,POS
ORD0462,CUST096,2023-04-29,PROD009,2,24000,Completed,Cash
ORD0463,CUST013,2023-02-16,PROD002,3,15000,Failed,Cash
ORD0464,CUST048,2023-08-14,PROD009,2,24000,Completed,POS
ORD0465,CUST045,2023-06-24,PROD005,2,8000,Failed,Transfer
ORD0466,CUST052,2023-08-07,PROD004,4,12000,Completed,POS
ORD0467,CUST128,2023-10-13,PROD005,3,12000,Pending,POS
ORD0468,CUST015,2024-04-26,PROD008,5,175000,Completed,Cash
ORD0469,CUST158,2023-01-07,PROD005,2,8000,Pending,Transfer
ORD0470,CUST133,2024-01-08,PROD004,1,3000,Failed,Transfer
ORD0471,CUST015,2023-09-03,PROD003,1,8000,Pending,Cash
ORD0472,CUST056,2023-01-11,PROD008,3,105000,Failed,POS
ORD0473,CUST034,2023-07-23,PROD001,3,45000,Failed,POS
ORD0474,CUST078,2024-06-04,PROD004,2,6000,Failed,POS
ORD0475,CUST154,2023-05-06,PROD003,4,32000,Failed,Cash
ORD0476,CUST115,2023-09-05,PROD007,4,72000,Pending,Cash
ORD0477,CUST152,2023-12-08,PROD002,2,10000,Failed,POS
ORD0478,CUST129,2023-11-28,PROD005,5,20000,Failed,Cash
ORD0479,CUST031,2023-06-09,PROD007,4,72000,Pending,Cash
ORD0480,CUST009,2023-05-13,PROD010,3,60000,Failed,POS
ORD0481,CUST188,2023-06-25,PROD007,3,54000,Failed,POS
ORD0482,CUST009,2024-05-05,PROD002,3,15000,Failed,Transfer
ORD0483,CUST107,2023-06-01,PROD009,3,36000,Failed,Transfer
ORD0484,CUST027,2024-01-06,PROD008,1,35000,Pending,Transfer
ORD0485,CUST097,2024-06-05,PROD009,5,60000,Failed,Transfer
ORD0486,CUST054,2023-07-23,PROD004,5,15000,Completed,POS
ORD0487,CUST065,2023-09-13,PROD009,1,12000,Pending,Transfer
ORD0488,CUST113,2023-03-05,PROD003,1,8000,Completed,Cash
ORD0489,CUST200,2024-04-06,PROD001,5,75000,Pending,Transfer
ORD0490,CUST078,2023-05-27,PROD008,5,175000,Pending,Cash
ORD0491,CUST087,2023-05-27,PROD005,4,16000,Completed,Cash
ORD0492,CUST017,2024-02-29,PROD005,1,4000,Failed,Transfer
ORD0493,CUST038,2023-07-12,PROD010,5,100000,Pending,Transfer
ORD0494,CUST121,2023-01-08,PROD009,2,24000,Pending,Transfer
ORD0495,CUST070,2023-01-07,PROD001,2,30000,Completed,POS
ORD0496,CUST107,2023-12-01,PROD005,1,4000,Failed,POS
ORD0497,CUST044,2023-09-05,PROD002,1,5000,Failed,Cash
ORD0498,CUST173,2024-05-25,PROD010,5,100000,Failed,Transfer
ORD0499,CUST016,2023-02-03,PROD006,5,125000,Failed,Transfer
ORD0500,CUST043,2023-08-12,PROD006,5,125000,Completed,Cash
ORD0501,CUST081,2023-12-12,PROD004,5,15000,Pending,Transfer
ORD0502,CUST035,2024-06-05,PROD002,5,25000,Pending,Transfer
ORD0503,CUST088,2024-06-10,PROD001,2,30000,Failed,Transfer
ORD0504,CUST131,2024-04-02,PROD003,4,32000,Failed,Cash
ORD0505,CUST115,2023-05-03,PROD002,2,10000,Pending,Cash
ORD0506,CUST104,2023-11-12,PROD005,3,12000,Pending,POS
ORD0507,CUST022,2024-06-17,PROD003,4,32000,Failed,Cash
ORD0508,CUST131,2023-06-30,PROD008,3,105000,Completed,Cash
ORD0509,CUST123,2024-03-19,PROD010,2,40000,Completed,Transfer
ORD0510,CUST168,2024-02-20,PROD003,1,8000,Completed,Cash
ORD0511,CUST126,2024-03-04,PROD007,3,54000,Completed,Cash
ORD0512,CUST077,2023-10-10,PROD003,3,24000,Failed,Transfer
ORD0513,CUST048,2023-09-19,PROD003,1,8000,Failed,POS
ORD0514,CUST003,2024-06-30,PROD009,4,48000,Pending,Cash
ORD0515,CUST198,2023-09-16,PROD003,2,16000,Failed,POS
ORD0516,CUST155,2023-09-07,PROD008,1,35000,Pending,Transfer
ORD0517,CUST111,2024-05-02,PROD004,4,12000,Pending,Transfer
ORD0518,CUST190,2023-10-30,PROD010,1,20000,Pending,Transfer
ORD0519,CUST001,2023-04-17,PROD005,1,4000,Completed,POS
ORD0520,CUST051,2023-09-15,PROD008,2,70000,Completed,Transfer
ORD0521,CUST171,2023-10-02,PROD005,5,20000,Pending,POS
ORD0522,CUST182,2023-09-28,PROD004,5,15000,Failed,Transfer
ORD0523,CUST142,2023-04-02,PROD001,2,30000,Pending,POS
ORD0524,CUST010,2024-03-01,PROD001,2,30000,Failed,POS
ORD0525,CUST188,2023-01-03,PROD007,5,90000,Completed,Transfer
ORD0526,CUST127,2023-04-26,PROD007,5,90000,Failed,POS
ORD0527,CUST068,2023-06-15,PROD002,4,20000,Completed,POS
ORD0528,CUST125,2023-11-30,PROD001,1,15000,Completed,POS
ORD0529,CUST016,2023-07-29,PROD008,5,175000,Failed,Transfer
ORD0530,CUST103,2024-04-27,PROD009,4,48000,Failed,Transfer
ORD0531,CUST179,2023-11-18,PROD006,3,75000,Completed,Transfer
ORD0532,CUST091,2024-06-21,PROD004,2,6000,Pending,Transfer
ORD0533,CUST149,2024-06-01,PROD005,3,12000,Failed,Cash
ORD0534,CUST024,2024-02-24,PROD002,5,25000,Completed,Cash
ORD0535,CUST096,2023-05-25,PROD004,3,9000,Failed,POS
ORD0536,CUST158,2023-01-30,PROD010,2,40000,Completed,POS
ORD0537,CUST097,2023-10-26,PROD001,1,15000,Failed,Cash
ORD0538,CUST152,2023-08-16,PROD009,3,36000,Pending,Cash
ORD0539,CUST119,2023-02-15,PROD006,1,25000,Completed,POS
ORD0540,CUST123,2023-12-02,PROD005,1,4000,Pending,Transfer
ORD0541,CUST118,2023-09-27,PROD003,4,32000,Pending,Transfer
ORD0542,CUST194,2023-08-26,PROD002,3,15000,Completed,Cash
ORD0543,CUST009,2023-11-14,PROD001,1,15000,Failed,POS
ORD0544,CUST053,2023-01-29,PROD008,4,140000,Pending,Transfer
ORD0545,CUST004,2024-04-26,PROD003,5,40000,Pending,POS
ORD0546,CUST003,2023-01-15,PROD010,5,100000,Completed,Cash
ORD0547,CUST119,2023-04-07,PROD005,1,4000,Failed,POS
ORD0548,CUST169,2023-07-07,PROD010,5,100000,Pending,POS
ORD0549,CUST191,2024-03-25,PROD008,1,35000,Completed,POS
ORD0550,CUST006,2023-02-10,PROD010,4,80000,Failed,Transfer
ORD0551,CUST164,2023-08-30,PROD003,3,24000,Pending,POS
ORD0552,CUST010,2023-03-31,PROD006,4,100000,Completed,POS
ORD0553,CUST052,2024-04-23,PROD001,4,60000,Completed,Cash
ORD0554,CUST088,2023-10-01,PROD009,2,24000,Completed,Transfer
ORD0555,CUST200,2023-05-24,PROD001,5,75000,Completed,Transfer
ORD0556,CUST165,2023-06-16,PROD007,2,36000,Failed,POS
ORD0557,CUST069,2023-09-28,PROD001,4,60000,Pending,Transfer
ORD0558,CUST187,2023-02-15,PROD005,4,16000,Pending,Transfer
ORD0559,CUST132,2023-05-22,PROD004,3,9000,Completed,Transfer
ORD0560,CUST150,2023-01-22,PROD001,4,60000,Completed,POS
ORD0561,CUST046,2023-01-09,PROD003,3,24000,Pending,Transfer
ORD0562,CUST098,2024-06-11,PROD007,4,72000,Pending,Transfer
ORD0563,CUST076,2023-08-22,PROD009,1,12000,Failed,Transfer
ORD0564,CUST121,2024-03-31,PROD008,4,140000,Completed,Cash
ORD0565,CUST027,2024-01-01,PROD005,2,8000,Failed,Cash
ORD0566,CUST047,2024-01-22,PROD007,1,18000,Failed,Transfer
ORD0567,CUST197,2023-02-07,PROD001,3,45000,Failed,Cash
ORD0568,CUST012,2023-01-03,PROD001,4,60000,Completed,Cash
ORD0569,CUST186,2023-11-20,PROD004,1,3000,Failed,Transfer
ORD0570,CUST102,2024-01-31,PROD002,4,20000,Failed,Cash
ORD0571,CUST051,2023-10-30,PROD006,3,75000,Pending,Cash
ORD0572,CUST003,2023-08-03,PROD008,4,140000,Failed,Transfer
ORD0573,CUST142,2023-12-12,PROD009,5,60000,Pending,POS
ORD0574,CUST099,2024-01-10,PROD006,1,25000,Pending,Cash
ORD0575,CUST143,2023-05-12,PROD001,1,15000,Pending,POS
ORD0576,CUST157,2023-01-24,PROD005,1,4000,Completed,POS
ORD0577,CUST130,2023-06-09,PROD002,4,20000,Pending,Transfer
ORD0578,CUST164,2023-05-26,PROD005,2,8000,Completed,Cash
ORD0579,CUST117,2024-04-18,PROD009,4,48000,Failed,POS
ORD0580,CUST037,2023-05-21,PROD003,1,8000,Completed,Cash
ORD0581,CUST087,2023-11-11,PROD008,3,105000,Pending,Transfer
ORD0582,CUST054,2024-06-18,PROD001,4,60000,Completed,POS
ORD0583,CUST156,2023-06-29,PROD003,5,40000,Completed,Cash
ORD0584,CUST146,2023-05-16,PROD009,2,24000,Completed,Transfer
ORD0585,CUST026,2023-09-18,PROD009,5,60000,Completed,Cash
ORD0586,CUST103,2023-07-05,PROD001,2,30000,Pending,Cash
ORD0587,CUST113,2024-03-23,PROD007,5,90000,Completed,Transfer
ORD0588,CUST180,2024-05-21,PROD005,1,4000,Pending,Cash
ORD0589,CUST192,2024-03-08,PROD005,5,20000,Pending,Transfer
ORD0590,CUST112,2024-05-25,PROD007,3,54000,Completed,POS
ORD0591,CUST143,2024-02-24,PROD008,3,105000,Pending,Transfer
ORD0592,CUST157,2024-04-21,PROD003,2,16000,Completed,Transfer
ORD0593,CUST193,2023-07-31,PROD008,2,70000,Failed,Cash
ORD0594,CUST156,2023-06-09,PROD007,3,54000,Failed,Cash
ORD0595,CUST129,2024-03-17,PROD005,5,20000,Completed,Cash
ORD0596,CUST123,2023-05-28,PROD003,2,16000,Failed,POS
ORD0597,CUST159,2024-01-15,PROD001,3,45000,Completed,POS
ORD0598,CUST072,2023-01-16,PROD010,2,40000,Pending,Cash
ORD0599,CUST030,2023-02-16,PROD001,3,45000,Pending,POS
ORD0600,CUST169,2024-03-10,PROD009,5,60000,Completed,POS
ORD0601,CUST084,2023-12-27,PROD004,1,3000,Pending,Transfer
ORD0602,CUST154,2023-08-31,PROD006,3,75000,Failed,Cash
ORD0603,CUST195,2023-03-11,PROD008,4,140000,Failed,Cash
ORD0604,CUST182,2023-02-09,PROD002,3,15000,Completed,Cash
ORD0605,CUST070,2023-10-20,PROD009,2,24000,Pending,Transfer
ORD0606,CUST128,2023-01-29,PROD008,1,35000,Completed,Transfer
ORD0607,CUST067,2023-05-24,PROD003,1,8000,Failed,Transfer
ORD0608,CUST022,2023-07-22,PROD010,3,60000,Completed,Cash
ORD0609,CUST112,2023-10-23,PROD009,2,24000,Failed,Cash
ORD0610,CUST158,2023-10-19,PROD003,4,32000,Failed,POS
ORD0611,CUST111,2023-10-19,PROD008,5,175000,Pending,Transfer
ORD0612,CUST155,2023-09-24,PROD004,4,12000,Pending,POS
ORD0613,CUST187,2023-09-20,PROD004,4,12000,Pending,Transfer
ORD0614,CUST005,2024-04-01,PROD003,4,32000,Pending,POS
ORD0615,CUST115,2024-02-27,PROD003,5,40000,Failed,POS
ORD0616,CUST118,2023-02-13,PROD002,3,15000,Pending,POS
ORD0617,CUST015,2023-01-23,PROD008,4,140000,Completed,Transfer
ORD0618,CUST119,2023-06-18,PROD003,3,24000,Completed,Transfer
ORD0619,CUST193,2023-03-18,PROD007,5,90000,Completed,Cash
ORD0620,CUST043,2023-12-25,PROD003,5,40000,Failed,Cash
ORD0621,CUST029,2023-04-14,PROD010,1,20000,Failed,Cash
ORD0622,CUST022,2023-12-10,PROD009,5,60000,Completed,Cash
ORD0623,CUST035,2023-05-21,PROD002,3,15000,Failed,POS
ORD0624,CUST137,2023-01-12,PROD008,1,35000,Pending,Transfer
ORD0625,CUST180,2024-04-14,PROD006,2,50000,Failed,Cash
ORD0626,CUST084,2023-12-28,PROD008,1,35000,Completed,Cash
ORD0627,CUST083,2023-10-26,PROD001,4,60000,Pending,POS
ORD0628,CUST051,2023-05-02,PROD010,5,100000,Failed,Cash
ORD0629,CUST136,2023-04-03,PROD006,5,125000,Completed,Transfer
ORD0630,CUST088,2023-10-14,PROD010,3,60000,Failed,POS
ORD0631,CUST079,2024-02-02,PROD003,2,16000,Pending,Transfer
ORD0632,CUST003,2023-08-29,PROD005,4,16000,Failed,Cash
ORD0633,CUST019,2023-10-27,PROD007,2,36000,Completed,Cash
ORD0634,CUST009,2024-06-19,PROD006,3,75000,Completed,POS
ORD0635,CUST194,2024-03-03,PROD004,2,6000,Completed,POS
ORD0636,CUST071,2024-07-04,PROD005,1,4000,Pending,Transfer
ORD0637,CUST011,2023-10-27,PROD003,1,8000,Completed,Transfer
ORD0638,CUST069,2023-05-25,PROD004,5,15000,Failed,Transfer
ORD0639,CUST196,2023-01-29,PROD006,3,75000,Pending,Transfer
ORD0640,CUST147,2023-06-28,PROD010,1,20000,Failed,Cash
ORD0641,CUST124,2023-06-16,PROD007,4,72000,Failed,Transfer
ORD0642,CUST180,2023-05-01,PROD002,4,20000,Completed,Cash
ORD0643,CUST010,2023-05-18,PROD003,5,40000,Completed,POS
ORD0644,CUST186,2024-05-08,PROD010,4,80000,Completed,POS
ORD0645,CUST156,2023-05-20,PROD009,1,12000,Completed,POS
ORD0646,CUST143,2023-02-09,PROD006,1,25000,Failed,Cash
ORD0647,CUST075,2023-05-19,PROD006,2,50000,Failed,POS
ORD0648,CUST108,2023-03-21,PROD008,2,70000,Pending,POS
ORD0649,CUST102,2024-02-08,PROD010,1,20000,Pending,POS
ORD0650,CUST119,2024-01-14,PROD004,4,12000,Completed,Transfer
ORD0651,CUST026,2023-04-23,PROD010,4,80000,Failed,Transfer
ORD0652,CUST046,2023-08-22,PROD009,2,24000,Completed,POS
ORD0653,CUST032,2023-01-18,PROD010,3,60000,Pending,Transfer
ORD0654,CUST111,2023-02-17,PROD005,2,8000,Completed,Transfer
ORD0655,CUST078,2024-05-18,PROD006,1,25000,Failed,POS
ORD0656,CUST056,2023-03-12,PROD007,3,54000,Completed,POS
ORD0657,CUST112,2023-09-08,PROD009,5,60000,Failed,Cash
ORD0658,CUST081,2023-06-23,PROD003,1,8000,Failed,Cash
ORD0659,CUST122,2024-06-06,PROD001,1,15000,Failed,Cash
ORD0660,CUST022,2023-07-31,PROD010,5,100000,Failed,POS
ORD0661,CUST092,2023-01-01,PROD001,4,60000,Pending,POS
ORD0662,CUST010,2024-01-09,PROD006,3,75000,Pending,Transfer
ORD0663,CUST126,2023-09-21,PROD008,5,175000,Completed,Cash
ORD0664,CUST095,2024-04-08,PROD008,3,105000,Completed,Transfer
ORD0665,CUST123,2023-08-14,PROD005,1,4000,Failed,POS
ORD0666,CUST185,2023-01-22,PROD004,1,3000,Pending,Cash
ORD0667,CUST023,2023-09-25,PROD009,2,24000,Pending,POS
ORD0668,CUST045,2024-06-26,PROD003,3,24000,Completed,Cash
ORD0669,CUST123,2023-05-22,PROD001,4,60000,Failed,Transfer
ORD0670,CUST097,2023-08-02,PROD009,4,48000,Failed,Cash
ORD0671,CUST110,2024-02-27,PROD009,5,60000,Failed,POS
ORD0672,CUST087,2024-06-26,PROD003,5,40000,Completed,POS
ORD0673,CUST002,2023-04-05,PROD009,2,24000,Pending,Cash
ORD0674,CUST032,2023-03-19,PROD002,1,5000,Failed,POS
ORD0675,CUST059,2024-04-27,PROD006,5,125000,Completed,Cash
ORD0676,CUST131,2024-03-20,PROD001,1,15000,Failed,Transfer
ORD0677,CUST042,2023-11-24,PROD009,2,24000,Failed,Cash
ORD0678,CUST027,2023-01-02,PROD004,4,12000,Completed,POS
ORD0679,CUST054,2023-10-06,PROD002,3,15000,Failed,Transfer
ORD0680,CUST119,2024-05-21,PROD007,5,90000,Completed,Transfer
ORD0681,CUST105,2023-01-22,PROD001,2,30000,Completed,Transfer
ORD0682,CUST166,2023-09-17,PROD003,2,16000,Failed,POS
ORD0683,CUST171,2023-09-14,PROD008,3,105000,Pending,Transfer
ORD0684,CUST134,2024-01-27,PROD008,5,175000,Pending,Transfer
ORD0685,CUST195,2023-08-11,PROD009,5,60000,Pending,POS
ORD0686,CUST085,2023-11-30,PROD008,3,105000,Pending,POS
ORD0687,CUST139,2023-10-11,PROD005,1,4000,Failed,POS
ORD0688,CUST091,2024-01-13,PROD004,2,6000,Failed,Cash
ORD0689,CUST108,2024-01-01,PROD004,3,9000,Completed,Transfer
ORD0690,CUST029,2023-10-25,PROD008,3,105000,Completed,Transfer
ORD0691,CUST006,2023-04-15,PROD006,5,125000,Failed,Transfer
ORD0692,CUST104,2023-11-13,PROD009,1,12000,Completed,POS
ORD0693,CUST098,2024-04-15,PROD010,1,20000,Failed,Cash
ORD0694,CUST108,2023-11-22,PROD008,4,140000,Failed,POS
ORD0695,CUST114,2023-03-22,PROD006,4,100000,Completed,Transfer
ORD0696,CUST195,2023-02-01,PROD010,5,100000,Completed,POS
ORD0697,CUST047,2023-04-07,PROD009,3,36000,Completed,Cash
ORD0698,CUST129,2024-02-16,PROD009,4,48000,Failed,Cash
ORD0699,CUST032,2024-06-28,PROD001,1,15000,Completed,Cash
ORD0700,CUST010,2024-02-13,PROD004,3,9000,Completed,Cash
ORD0701,CUST153,2023-12-04,PROD005,2,8000,Completed,Cash
ORD0702,CUST026,2023-07-14,PROD001,2,30000,Pending,POS
ORD0703,CUST072,2023-11-28,PROD001,5,75000,Completed,POS
ORD0704,CUST122,2024-03-26,PROD009,5,60000,Completed,Transfer
ORD0705,CUST090,2023-04-29,PROD007,3,54000,Completed,Cash
ORD0706,CUST125,2023-01-28,PROD004,1,3000,Pending,Cash
ORD0707,CUST191,2024-02-10,PROD004,3,9000,Completed,Transfer
ORD0708,CUST104,2024-03-14,PROD002,3,15000,Failed,POS
ORD0709,CUST196,2024-02-17,PROD004,1,3000,Completed,POS
ORD0710,CUST091,2023-08-27,PROD006,2,50000,Pending,POS
ORD0711,CUST084,2024-03-30,PROD010,4,80000,Failed,Transfer
ORD0712,CUST019,2023-07-18,PROD002,1,5000,Completed,Transfer
ORD0713,CUST079,2024-05-09,PROD009,2,24000,Completed,Transfer
ORD0714,CUST172,2023-08-08,PROD006,1,25000,Completed,POS
ORD0715,CUST001,2023-08-11,PROD003,2,16000,Pending,Cash
ORD0716,CUST188,2024-05-03,PROD005,3,12000,Pending,POS
ORD0717,CUST088,2023-04-03,PROD003,3,24000,Failed,Transfer
ORD0718,CUST031,2023-01-13,PROD004,5,15000,Failed,Cash
ORD0719,CUST050,2023-10-13,PROD004,1,3000,Failed,Cash
ORD0720,CUST186,2023-07-30,PROD001,5,75000,Pending,Cash
ORD0721,CUST186,2024-01-02,PROD003,5,40000,Failed,Transfer
ORD0722,CUST059,2024-03-15,PROD003,1,8000,Failed,Cash
ORD0723,CUST032,2023-06-18,PROD002,1,5000,Completed,POS
ORD0724,CUST187,2024-02-12,PROD005,3,12000,Pending,Cash
ORD0725,CUST116,2023-02-27,PROD008,4,140000,Completed,Cash
ORD0726,CUST083,2024-02-03,PROD006,3,75000,Failed,Transfer
ORD0727,CUST174,2023-03-14,PROD006,4,100000,Completed,POS
ORD0728,CUST073,2023-12-12,PROD010,4,80000,Completed,POS
ORD0729,CUST170,2024-02-22,PROD005,5,20000,Completed,Cash
ORD0730,CUST183,2023-01-19,PROD003,5,40000,Failed,Transfer
ORD0731,CUST149,2023-03-19,PROD006,3,75000,Failed,Transfer
ORD0732,CUST105,2024-04-07,PROD006,3,75000,Completed,Transfer
ORD0733,CUST042,2024-01-19,PROD007,3,54000,Pending,Transfer
ORD0734,CUST051,2024-07-04,PROD006,2,50000,Failed,POS
ORD0735,CUST137,2023-06-25,PROD003,1,8000,Completed,Transfer
ORD0736,CUST070,2023-06-29,PROD008,5,175000,Failed,Cash
ORD0737,CUST087,2024-06-05,PROD010,5,100000,Completed,Cash
ORD0738,CUST116,2024-03-05,PROD007,4,72000,Failed,Cash
ORD0739,CUST103,2024-05-06,PROD008,4,140000,Completed,Cash
ORD0740,CUST157,2023-04-23,PROD004,1,3000,Failed,POS
ORD0741,CUST198,2024-04-15,PROD004,1,3000,Failed,POS
ORD0742,CUST140,2023-04-18,PROD004,3,9000,Pending,Cash
ORD0743,CUST116,2024-06-17,PROD007,3,54000,Pending,Transfer
ORD0744,CUST071,2024-05-23,PROD003,3,24000,Pending,POS
ORD0745,CUST174,2023-02-28,PROD007,4,72000,Failed,Cash
ORD0746,CUST071,2023-03-30,PROD010,4,80000,Failed,Transfer
ORD0747,CUST062,2023-03-17,PROD006,5,125000,Pending,POS
ORD0748,CUST027,2024-04-08,PROD003,5,40000,Completed,Cash
ORD0749,CUST090,2023-07-07,PROD001,4,60000,Pending,Cash
ORD0750,CUST007,2023-03-29,PROD004,5,15000,Completed,POS
ORD0751,CUST193,2023-06-23,PROD002,4,20000,Pending,Transfer
ORD0752,CUST028,2023-04-29,PROD009,4,48000,Completed,Transfer
ORD0753,CUST184,2023-06-11,PROD006,3,75000,Failed,Cash
ORD0754,CUST190,2024-01-07,PROD005,4,16000,Failed,POS
ORD0755,CUST024,2023-05-01,PROD003,2,16000,Completed,Cash
ORD0756,CUST003,2023-05-11,PROD001,3,45000,Pending,Transfer
ORD0757,CUST040,2024-05-04,PROD003,5,40000,Pending,POS
ORD0758,CUST031,2023-11-17,PROD009,5,60000,Pending,POS
ORD0759,CUST176,2023-12-10,PROD010,4,80000,Completed,Cash
ORD0760,CUST055,2024-03-26,PROD002,5,25000,Completed,Transfer
ORD0761,CUST049,2024-03-30,PROD001,4,60000,Completed,Cash
ORD0762,CUST181,2023-03-20,PROD003,2,16000,Completed,Transfer
ORD0763,CUST005,2023-10-20,PROD005,4,16000,Failed,Cash
ORD0764,CUST112,2023-10-20,PROD008,5,175000,Completed,POS
ORD0765,CUST051,2024-02-16,PROD010,5,100000,Completed,Transfer
ORD0766,CUST080,2023-08-15,PROD004,5,15000,Failed,Transfer
ORD0767,CUST009,2023-12-02,PROD007,2,36000,Pending,POS
ORD0768,CUST109,2024-03-02,PROD002,3,15000,Pending,POS
ORD0769,CUST052,2023-05-28,PROD005,3,12000,Failed,Cash
ORD0770,CUST006,2023-01-24,PROD003,3,24000,Failed,POS
ORD0771,CUST102,2024-04-12,PROD007,4,72000,Completed,POS
ORD0772,CUST033,2023-11-17,PROD006,2,50000,Completed,POS
ORD0773,CUST139,2023-08-28,PROD005,4,16000,Failed,Cash
